Company,Total Complaints,Average Severity
Global One Arbitration Inc.,9,1.5555555555555556
"Niagara Capital Associates, Inc.",9,1.5555555555555556
"U.S. Equity Advantage Holdings, Inc.",9,1.5555555555555556
"Carpenter, Hazlewood, Delgado & Bolen, PLC",9,1.6666666666666667
Check Fraud Services,9,1.6666666666666667
Client Financial Services of Michigan LLC,9,1.6666666666666667
"HUELSON LAW FIRM, LLC",9,1.6666666666666667
"Metro Republic Commercial Service, Inc.",9,1.6666666666666667
Michael G. Niles,9,1.6666666666666667
Tecco Systems,9,1.6666666666666667
A.R.C. Accounts Recovery (U.S.A.) Corporation LLC,9,1.7777777777777777
Bluestein Hirsch and Associates,9,1.7777777777777777
Cornerstone Mitigation,9,1.7777777777777777
Fortren Funding LLC,9,1.7777777777777777
"TDF Financial Services, Inc.",9,1.7777777777777777
"Civic Financial Services, Inc.",9,1.8888888888888888
National Recovery Services LLC,9,1.8888888888888888
Residential Credit Opportunities Trust,9,1.8888888888888888
South East Collection Specialist,9,1.8888888888888888
Southeast Finance Inc.,9,1.8888888888888888
American Mediation,9,2.0
"CDS Debt Relief, LLC",9,2.0
Global Credit Solutions LLC,9,2.0
Hawes Klein LLC,9,2.0
Patriot Mortgage Corporation,9,2.0
"Plastyc, Inc.",9,2.0
Schukei Chevrolet Volkswagen,9,2.0
77 Elite,8,1.0
ABC Credit & Recovery Services Inc.,8,1.0
"Advanced Collections, Inc.",8,1.0
Airtm Inc.,8,1.0
"All Credit Considered Mortgage, Inc.",8,1.0
American Reporting Company,8,1.0
"Anderson and Associates Credit Services, LLC",8,1.0
"Blackstad, Hrabe, Kirlorsky, LLC",8,1.0
"CBS Collections, Inc",8,1.0
CITIZENS FIRST WHOLESALES MORTGAGE,8,1.0
Cannon & Cannon Firm PC,8,1.0
"Capital For Change, Inc.",8,1.0
"Central Service Bureau, Inc.",8,1.0
"Compattia Roccia Management Group, LLC",8,1.0
"Core Recoveries, LLC",8,1.0
"D.B.M.E., INC",8,1.0
"DCS Financial, Inc.",8,1.0
Deatrick & Spies PSC,8,1.0
Direct Cash LLC,8,1.0
"Direct Mortgage Loans, LLC",8,1.0
"Emerald Coast Collections, LLC",8,1.0
EnTrust Funding,8,1.0
"Fidelity Direct Mortgage, LLC",8,1.0
Finance Authority of Maine,8,1.0
"Fredericksburg Credit Bureau, Inc (Closed)",8,1.0
"Glennon Law Firm, LLC",8,1.0
Grimley Financial Corporation,8,1.0
"Harvest Strategy Group, Inc.",8,1.0
"Insight One Solutions, LLC",8,1.0
"LOGICOLL, LLC",8,1.0
Law Office of Steven A. Booska,8,1.0
Lewis & Clark Capital LLC,8,1.0
Liberal Finance Service,8,1.0
Lincoln Financial Services,8,1.0
"National Judgment Recovery Center, L.P.",8,1.0
"Newman, Mathis, Brady & Spedale",8,1.0
"Nu World Title, LLC",8,1.0
Pharus Funding LLC,8,1.0
"Pluese, Becker & Saltzman, LLC",8,1.0
"RevCrest, Inc.",8,1.0
"Revenue Collection Bureau, Inc.",8,1.0
"SERVISFIRST BANCSHARES, INC.",8,1.0
"SUN FINANCE COMPANY, LLC",8,1.0
"Surf Consultants, Inc.",8,1.0
"Thomas & Thomas Attorneys and Counselors at Law, LLC",8,1.0
"Touchstone Partners, Inc.",8,1.0
"Weinstein, Karp & Associates, Inc.",8,1.0
"1ST FINANCIAL, INC.",8,1.125
Accurate Financial Services,8,1.125
"Acrisure Mortgage Partners, LLC",8,1.125
Advise Solutions Services LLC,8,1.125
Atlas Collections Inc. (of New Castle),8,1.125
"Aurora Enterprises, Inc.",8,1.125
"Bitstamp USA, Inc.",8,1.125
"Butler, Butler & Rowse-Oberle, P.L.L.C.",8,1.125
"CICA Collection Agency, Inc.",8,1.125
"COLLECTRON, INC.",8,1.125
"COMMERCIAL SERVICES GROUP, INC.",8,1.125
Cactus Jacks Auto Sales,8,1.125
"Capital Benefit, Inc.",8,1.125
"Car Credit Finance, LLC",8,1.125
"Center Street Finance, LP dba CSF Servicing",8,1.125
"CoinZoom, Inc.",8,1.125
"Convergence Acquisitions, LLC",8,1.125
"Credit Bureau of Canyon, Inc",8,1.125
"Credit Information Bureau, Inc.",8,1.125
"Curfin Holding Company, Inc",8,1.125
Cypress Collections,8,1.125
"ERNST, ARTMANN AND ASSOCIATES, INC.",8,1.125
"First Financial Credit, Inc",8,1.125
"Kaman & Cusimano, LLC",8,1.125
"MPOWER Financing, Public Benefit Corporation",8,1.125
"Makes Cents, Inc. dba Advance.Cash",8,1.125
"OVM FINANCIAL, INC",8,1.125
"Outsource Services, Inc. d/b/a National Acceptance Company",8,1.125
Patrick Scanlon P.A.,8,1.125
REDEMPTION FINANCIAL SERVICES LLC dba NATIONAL AUTO ACCEPTANCE,8,1.125
"Rainier Financial Group, LLC",8,1.125
"Red Mortgage, Inc.",8,1.125
RedBrick Financial Group Inc.,8,1.125
"SEMPER HOME LOANS, INC",8,1.125
"TJC Mortgage, Inc.",8,1.125
The Capital Good Fund,8,1.125
The Law Offices of Daniel C. Consuegra,8,1.125
"UNITED FIDELITY FUNDING, CORP",8,1.125
West Virginia Housing Development Fund,8,1.125
"Wheel City Motors East, Inc.",8,1.125
American Mortgage Investment Partners Fund I Trust,8,1.25
"Chicago Car Center, Inc.",8,1.25
"Collection Bureau of Little Falls, Inc.",8,1.25
"Constantino Law Office, P.C.",8,1.25
"Delta Management Group, Inc.",8,1.25
"EMI Equity Mortgage, Inc.",8,1.25
"EULER HERMES UMA, INC.",8,1.25
ICUL Service Corporation,8,1.25
J. Mark Heldenbrand PC,8,1.25
"Momnt Technologies, Inc.",8,1.25
SIRVA WORLDWIDE INC.,8,1.25
"SOUTHPOINT FINANCIAL SERVICES, INC.",8,1.25
Strauss Factor Laing & Lyons,8,1.25
The Law Firm of Krisor & Associates,8,1.25
Town Financial Corporation,8,1.25
"Universal Finance, Inc.",8,1.25
"Vision Financial Services, Inc.",8,1.25
Bell Global Solutions LLC,8,1.375
Central Collection Corporation,8,1.375
DocuPrep Xpress,8,1.375
"INTERCONTINENTAL EXCHANGE, INC.",8,1.375
J Northland Group,8,1.375
Lafayette General Medical Center,8,1.375
"LoanSnap, Inc.",8,1.375
Maxitransfers LLC,8,1.375
Oklahoma Motor Credit Company,8,1.375
"Plato, LLC",8,1.375
"Robert W. Warner & Associates, P.C.",8,1.375
"TRUEBILL, INC",8,1.375
ALLIANCE FINANCIAL RESOURCES,8,1.5
"Financial Rescue, LLC",8,1.5
Loantopia,8,1.5
NTFN INC.,8,1.5
"Rainier Collection Services, Inc.",8,1.5
UNITED PACIFIC BANK,8,1.5
"Blue Sky Capital Realty, Inc.",8,1.625
Clear Start Today,8,1.625
"Driver Holdings, LLC",8,1.625
First Collections Inc,8,1.625
"Med-Health Financial Services, Inc.",8,1.625
UNITED STUDENT LOAN SOLUTIONS,8,1.625
ACXIOM CORP.,8,1.75
"CREDIT BUREAU OF NEW ULM, INC.",8,1.75
Guidance Alum LLC,8,1.75
"HOUSTONIAN MORTGAGE GROUP, INC.",8,1.75
Montgomery & Meyers P.A. Corporation,8,1.75
TMAGNUSONE Inc,8,1.75
Allen Tate Mortgage Services,8,1.875
First Reliance Holdings LLC,8,1.875
Hyperion Recovery LLC,8,1.875
"Law Offices of Ross Gelfand, LLC",8,1.875
Millennium Credit Consultants Inc.,8,1.875
Sentrix Financial Services,8,1.875
American Credit - Credit Repair Centers,8,2.0
Hampton & Hampton Collections LLC,8,2.0
"Ignite Revenue, Inc.",8,2.0
"Lendmart, LLC",8,2.0
National Debt Group of NY,8,2.0
"Spero Solutions, Inc.",8,2.0
"Winona Holdings, Inc.",8,2.0
950 Credit Inc,7,1.0
"Accord Business Funding, LLC",7,1.0
AmNet ESOP Corporation,7,1.0
"American Credit Systems, Inc",7,1.0
BRIDGELOCK CAPITAL,7,1.0
Barton Creek Auto Credit  LLC,7,1.0
Broadway Account Services,7,1.0
"Burke Moore Law Group, LLP",7,1.0
CHRISTUS HEALTH,7,1.0
COINFLIP LLC,7,1.0
CRESCENT MORTGAGE COMPANY,7,1.0
"Cardinal Accounts, Inc.",7,1.0
Columbus Finance Inc.,7,1.0
"Consuegra & Duffy, P.L.L.C.",7,1.0
Courtesy Finance LLC,7,1.0
"Creative Finance, Inc.",7,1.0
Credit Lending Services Inc.,7,1.0
Credit Sage LLC,7,1.0
"Creditmax Collection Agency, Inc. d/b/a Creditmax, Inc.",7,1.0
Crown Mortgage Co.,7,1.0
DEEP SOUTH FINANCIAL SERVICES INC.,7,1.0
DELMAR FINANCIAL COMPANY,7,1.0
Dealer Finance of Western Kentucky,7,1.0
East Coast Funding Group,7,1.0
"FC LENDING, LTD.",7,1.0
"FIRST PRIORITY MORTGAGE, INC.",7,1.0
"GSI  Recovery, LLC",7,1.0
"HARRIS, KLEIN ASSOCIATIES, INC.",7,1.0
JAYANDBEE INC /dba/ HOOSIER ACCOUNTS SERVICE,7,1.0
"Jersey Mortgage Company of New Jersey, Inc.",7,1.0
Kason Credit Corporation,7,1.0
"Larsen MacColl Partners II, L.P.",7,1.0
Legacy Funding Corporation,7,1.0
"Liberty Career Finance, LLC",7,1.0
Liberty Home Mortgage Corporation,7,1.0
MITSUBISHI HC CAPITAL (U.S.A.) INC.,7,1.0
Mages & Price LLC,7,1.0
Main Resolution Group,7,1.0
"Mathes Management Enterprises, Inc.",7,1.0
"Middlesex Health Resources, Inc",7,1.0
"Money Transfer Acquisition, Inc.",7,1.0
"MortgagePros, LLC",7,1.0
"National Financial Group, Inc",7,1.0
"North Shore Equities, Inc.",7,1.0
"Northern Arizona Credit, Inc.",7,1.0
"OHara Holdings, LLP",7,1.0
"Ogden Holdings, LLC",7,1.0
Olson Associates PC,7,1.0
"Openonline, LLC",7,1.0
"Operating Partners Co., LLC",7,1.0
Opportunity Fund,7,1.0
PLAID INC.,7,1.0
PROFESSIONAL BUSINESS BUREAU INC,7,1.0
"Property Receivables, Corp",7,1.0
"REPORTS, INC.",7,1.0
ROSS MORTGAGE CORPORATION,7,1.0
Rapid Mortgage Funding Inc.,7,1.0
Ray Skillman Northeast Buick GMC Truck Inc,7,1.0
Receivable Management Inc.,7,1.0
Recovery Ace Inc,7,1.0
Red Target LLC,7,1.0
Richard H. Kream,7,1.0
Ridgeway Advisory Group LLC,7,1.0
"Robert L. Tankel, P.A.",7,1.0
"Schiller & Knapp, LLP",7,1.0
Shea Mortgage Inc.,7,1.0
"Smith Law Firm, P.C.",7,1.0
Sunlan Corporation,7,1.0
"Sykes,Bourdon,Ahern & Levy, P.C.",7,1.0
"TNT Financial, Inc.",7,1.0
TOPA EQUITIES,7,1.0
TRACO INVESTMENT CORP,7,1.0
"The Grogan Law Group, LLC",7,1.0
"The Levinbook Law Firm, P.C.",7,1.0
Title365 Holding Co.,7,1.0
"University Lending Group, LLC",7,1.0
Veem  Inc.,7,1.0
Washington Collectors Tri Cities Inc,7,1.0
Weimark,7,1.0
"Westview Financial Services VA, LLC",7,1.0
ZestFinance,7,1.0
ARM Professional Services LLC,7,1.1428571428571428
"Above Lending, Inc.",7,1.1428571428571428
BEAL FINANCIAL CORPORATION,7,1.1428571428571428
BFS Capital Inc.,7,1.1428571428571428
BRAZOS LOAN SERVICING,7,1.1428571428571428
Berco Finance Corp,7,1.1428571428571428
"Cloud Willis & Ellis, LLC",7,1.1428571428571428
"Creditors' Service Bureau of Niles, Inc",7,1.1428571428571428
"Del Toro Loan Servicing, Inc",7,1.1428571428571428
FIRST FOUNDATION INC.,7,1.1428571428571428
First Consumers Financial LLC,7,1.1428571428571428
"First Equity Mortgage Bankers, Inc.",7,1.1428571428571428
Florida Financial Management dba Lend A Dollar,7,1.1428571428571428
Fundo LLC,7,1.1428571428571428
"Greeting Team, LLC DBA Customer Care Global",7,1.1428571428571428
"Houser & Allison, APC",7,1.1428571428571428
"Inter-Cambio Express, Inc.",7,1.1428571428571428
JLU Asset Management Group LTD,7,1.1428571428571428
Key Mortgage Services,7,1.1428571428571428
"MDE Home Loans, LLC",7,1.1428571428571428
"Managed Recovery Systems, Inc.",7,1.1428571428571428
"Miguel A. Maza & Associates, PSC",7,1.1428571428571428
"Modern Asset Management, Inc.",7,1.1428571428571428
"Money Investigations, Inc.",7,1.1428571428571428
Motormax Financial Services Inc.,7,1.1428571428571428
"National Asset Advisors, LLC",7,1.1428571428571428
North Shore LIJ Health System,7,1.1428571428571428
"PATRICK A. CAREY, P.A.",7,1.1428571428571428
PIKE CREEK MORTGAGE SERVICES,7,1.1428571428571428
"Prepaid Ventures, LTD",7,1.1428571428571428
Revenue Cycle Management Corp,7,1.1428571428571428
SENTE MORTGAGE,7,1.1428571428571428
Seben Hospitality Investments LLC,7,1.1428571428571428
"Stein, Wiener & Roth, LLP",7,1.1428571428571428
"Stokes & Wolf, P.C.",7,1.1428571428571428
T2 Financial LLC,7,1.1428571428571428
"Asset Management Holdings, LLC",7,1.2857142857142858
CENTURY MORTGAGE COMPANY,7,1.2857142857142858
"Clarfield, Okon, Salomone and Pincus, P.L.",7,1.2857142857142858
Forthright Funding Corporation,7,1.2857142857142858
"GUARDIAN MORTGAGE COMPANY, INC.",7,1.2857142857142858
HANCOCK MORTGAGE PARTNERS LLC,7,1.2857142857142858
"Icon Equities, LLC",7,1.2857142857142858
Integrity First Financial Group,7,1.2857142857142858
Law Offices of Goldberg & Oriel,7,1.2857142857142858
"Law Offices of Krista L. White & Associates, P.S.",7,1.2857142857142858
"MUSA Holdings, LLC",7,1.2857142857142858
"Nelson, Watson & Associates, LLC",7,1.2857142857142858
PNB INTERNATIONAL INVESTMENTS CORPORATION,7,1.2857142857142858
"PROVIDENT FINANCIAL SERVICES, INC.",7,1.2857142857142858
"Patriot Finance, LLC",7,1.2857142857142858
"Pioneer Law Firm, P.C.",7,1.2857142857142858
"RCO Hawaii, LLLC",7,1.2857142857142858
"Rolfe & Lobello, P.A.",7,1.2857142857142858
Suburban Mortgage Company of New Mexico,7,1.2857142857142858
THIRD FINANCIAL SERVICES CORP,7,1.2857142857142858
The Star Financial,7,1.2857142857142858
"WALLICK AND VOLK, INC",7,1.2857142857142858
"AKT AMERICAN CAPITAL, INC. DBA AMERICAN CAPITAL CORP.",7,1.4285714285714286
ASSOCIATED MORTGAGE CORP,7,1.4285714285714286
Collaborative Resolution Group,7,1.4285714285714286
Consumer Shield,7,1.4285714285714286
Credit Service Company,7,1.4285714285714286
DEBT CREDIT SERVICES,7,1.4285714285714286
"Firsel Law Group, Ltd.",7,1.4285714285714286
"First Southwestern Financial Services, LLC",7,1.4285714285714286
"LICTY, INC.",7,1.4285714285714286
"Larsen & Associates, P.L.",7,1.4285714285714286
Nationwide Doc Prep Inc,7,1.4285714285714286
"OSG Group Holdings, Inc.",7,1.4285714285714286
PERL MORTGAGE,7,1.4285714285714286
TOWN & COUNTRY ACCEPTANCE CORPORATION,7,1.4285714285714286
"Town Square Mortgage & Investments, LLC",7,1.4285714285714286
"United Docu Prep, Inc.",7,1.4285714285714286
Ace Motor Acceptance Corporation,7,1.5714285714285714
Allied Data Corporation,7,1.5714285714285714
Arapahoe Motors,7,1.5714285714285714
Assent Inc.,7,1.5714285714285714
"BRAUFMANN, LEIGHMANN & ASSOCIATES",7,1.5714285714285714
FIRST AMERICAN MORTGAGE TRUST,7,1.5714285714285714
"Great Western Financial Services, Inc.",7,1.5714285714285714
IPAC'S Inc.,7,1.5714285714285714
Northstar Education Finance Incorporated,7,1.5714285714285714
Paysend US LLC,7,1.5714285714285714
"Sky Group USA, LLC",7,1.5714285714285714
"The Law Offices of Barry J. Gammons, PLLC",7,1.5714285714285714
"United Compliance Services, LLC",7,1.5714285714285714
"Ascend Consumer Finance, Inc.",7,1.7142857142857142
MoneySpot USA LLC DBA Sunshine Loans,7,1.7142857142857142
Nexum Group Inc,7,1.7142857142857142
Olde City Financial Inc.,7,1.7142857142857142
Samuel Whitaker & Associates LLC,7,1.7142857142857142
"Alpine Financial Solutions, Inc.",7,1.8571428571428572
Auto Buyers Credit LLC,7,1.8571428571428572
CRE Credit Services,7,1.8571428571428572
First Midwest Financial,7,1.8571428571428572
"Neighborhood Housing Services of Richmond, Inc",7,1.8571428571428572
Allied Credit Consultants,7,2.0
Auto One Acceptance LLC,7,2.0
Escrow Inc,7,2.0
McKenzie Management LLC,7,2.0
"PC LEGAL SERVICES, LLC",7,2.0
"Pine Court Holdings, LLC",7,2.0
Revenue Cycle Management,7,2.0
SMS Check Recovery LLC,7,2.0
"St John Rossin & Burr, PLLC",7,2.0
Summit Consumer Group,7,2.0
"ACADEMIC SOLUTIONS OF NEW YORK, LLC",6,1.0
"AMERICAN BANCSHARES MORTGAGE, LLC",6,1.0
Advanced Financial Company,6,1.0
"American Consumer Credit Counseling, Inc.",6,1.0
"American Enterprises International, Inc.",6,1.0
"Atlanta Check Cashers, Inc",6,1.0
"Atlantic Mortgage and Funding, Inc.",6,1.0
"Auto Credit Corporation of Jonesboro, iNC.",6,1.0
Auto Credit of Southern Ilinois,6,1.0
Auto Credit of Virginia Inc.,6,1.0
"Avrutis & Foeller, P.A.",6,1.0
"Axiom Acquisition Ventures, LLC",6,1.0
BCI FINANCIAL CORPORATION,6,1.0
Biltmore Asset Management LLC,6,1.0
Buffalo Auto Acceptance Corp.,6,1.0
"Bushwood Capital Group, Inc.",6,1.0
"Cash Security, Inc.",6,1.0
Commercial Credit Counseling Services Inc.,6,1.0
Concerto Card Company,6,1.0
"Consolidated Credit Solutions, Inc.",6,1.0
"Consumer Credit Counseling Service of the Midwest, Inc.",6,1.0
Courtney & Camp,6,1.0
Credit Services of Michigan,6,1.0
"Creditors Specialty Northwest, Inc.",6,1.0
DIRECT LENDERS LLC,6,1.0
"DRIVEiT Holdings, Inc.",6,1.0
"Deal Depot, Inc.",6,1.0
"Delev & Associates, LLC",6,1.0
"Dimand Law Offices, P.C.",6,1.0
Douglass & Associates Co. LPA,6,1.0
Eastern Management Group LLC,6,1.0
FIRST ALLIANCE HOME MORTGAGE,6,1.0
Financial Solution Providers LLC,6,1.0
Five Clans Lending LLC,6,1.0
"GEORGETOWN MORTGAGE, INC.",6,1.0
GREENTREE MORTGAGE CO. L.P.,6,1.0
Gallatin Valley Financial,6,1.0
"General Collections & Recoveries, Inc.",6,1.0
"Girvin & Ferlazzo, P.C.",6,1.0
"Glenn Associates, Inc.",6,1.0
"Global Control, Inc.",6,1.0
Hightechlendinginc,6,1.0
"Hospital Services, Inc.",6,1.0
Hypotec Inc.,6,1.0
I.A.C. INC,6,1.0
Illinois Collections Inc,6,1.0
Integrated Mediation Solutions LLC,6,1.0
Jet Direct Funding Corp,6,1.0
"Johnson, Blumberg & Associates, LLC",6,1.0
Koster's Cash Loans,6,1.0
"LAWGIX LAWYERS, LLC",6,1.0
"LL Capital Partners II, L.P.",6,1.0
Lakeside Receivables LLC,6,1.0
"Lansing Professional Business Bureau,Inc",6,1.0
Leif Technologies Inc.,6,1.0
Lockhart Mediation Services,6,1.0
MASON MCDUFFIE MORTGAGE CORPORATION,6,1.0
"MLB Residential Lending, LLC",6,1.0
"MM Finance, LLC, Bellevue, NE Branch",6,1.0
"MORTGAGE AMERICA, INC",6,1.0
Mankin Law Group,6,1.0
"Michel Law, LLC d/b/a Level One Law",6,1.0
"Mid-Atlantic Solutions Holdings, LLC",6,1.0
Midwest Receivable Solutions LLC,6,1.0
"Moody, Jones & Ingino, P.A",6,1.0
Moon Inc,6,1.0
"Moore Legal Group, LLC",6,1.0
"Moyer Brown Holdings Enterprise, LLC",6,1.0
"My Mortgage, Inc.",6,1.0
NORTHERN HILLS COLLECTIONS INC.,6,1.0
"New Southern Loans, Inc",6,1.0
North Idaho Credit Corporation,6,1.0
"Northern Arizona Creditors Service, Inc.",6,1.0
"Northern Service Bureau, Escanaba Inc.",6,1.0
NowackHoward LLC,6,1.0
OAKTREE FUNDING CORPORATION,6,1.0
Origen Financial Services LLC,6,1.0
Pacific Residential Mortgage,6,1.0
"Partnerships & Investments, LLC",6,1.0
Portage Financial Services Company Inc.,6,1.0
"Poser Investments, Inc.",6,1.0
"Professional Recovery of Longmont, Inc.",6,1.0
"Qualey Law Group, Inc.",6,1.0
RANGE CREDIT BUREAU INC,6,1.0
"Resurgence Capital, LLC",6,1.0
"Revenue Systems, Inc.",6,1.0
River City Mortgage LLC,6,1.0
Ross Financial Recovery Group,6,1.0
Saddleback Acceptance Corporation,6,1.0
"Savvy Money, Inc.",6,1.0
"Tiffany & Bosco, P.A.",6,1.0
Utah Billing & Recovery Services,6,1.0
"Verified First, LLC",6,1.0
"Veristone Mortgage, LLC",6,1.0
"Vonda J. Dunn, P.C.",6,1.0
Zachter PLLC,6,1.0
APLUS INSTACASH LLC dba A+ FINANCE,6,1.1666666666666667
Allied Consulting Services LLC,6,1.1666666666666667
American Acceptance Corp. of South Carolina,6,1.1666666666666667
"Asset Acquisition Group, LLC",6,1.1666666666666667
"Barnhall Financial Services, Inc.",6,1.1666666666666667
Blue Brick Financial LLC,6,1.1666666666666667
Boone & Associates Group LLC,6,1.1666666666666667
"Carbucks of Delaware, Inc",6,1.1666666666666667
"Cashbak, LLC",6,1.1666666666666667
Consumer Adjustment Corp USA,6,1.1666666666666667
"Consumer Education Services, Inc.",6,1.1666666666666667
"Dwight Financial, Inc.",6,1.1666666666666667
"Equity Settlement Services, Inc.",6,1.1666666666666667
First Commonwealth Mortgage Corp.,6,1.1666666666666667
"George Gusses Co., L.P.A.",6,1.1666666666666667
"Green Mountain Capital, LLC",6,1.1666666666666667
"Greenlink Financial, LLC",6,1.1666666666666667
IOWA BANKERS MORTGAGE CORPORATION,6,1.1666666666666667
InstaMortgage Inc.,6,1.1666666666666667
Iron Capital Group,6,1.1666666666666667
K A P S & CO (USA) LLC,6,1.1666666666666667
"Kovitz Shifrin Nesbit, A Professional Corporation",6,1.1666666666666667
Lenmo Inc,6,1.1666666666666667
Logan View LLC,6,1.1666666666666667
"Los Angeles Collection Service, Inc.",6,1.1666666666666667
MEMBER MORTGAGE SERVICES,6,1.1666666666666667
NCMI Corporation,6,1.1666666666666667
Nations Info Corp,6,1.1666666666666667
"ONY GLO, INC.",6,1.1666666666666667
PREMIUM MORTGAGE CORP,6,1.1666666666666667
Phoenix Asset Group LLC,6,1.1666666666666667
"Professional Services of NY, Ltd.",6,1.1666666666666667
"RCS Capital Partners, Inc.",6,1.1666666666666667
RLB Texas Auto Center LLC,6,1.1666666666666667
Rapid Mortgage Company,6,1.1666666666666667
Ray Skillman Westside Imports Inc,6,1.1666666666666667
Regional Trustee Services Corporation,6,1.1666666666666667
Rock Holdings Inc.,6,1.1666666666666667
Rothstein Acquisitions LLC,6,1.1666666666666667
"Shechtman Halperin Savage, LLP",6,1.1666666666666667
Smart Money Alliance,6,1.1666666666666667
Student Debt Center LLC,6,1.1666666666666667
"Taurus Law Group, P.C.",6,1.1666666666666667
Thomas & Williams LLC,6,1.1666666666666667
"Thomas Kerns McKnight, LLP",6,1.1666666666666667
Wexford & James LLC,6,1.1666666666666667
Wilshire Escrow Company,6,1.1666666666666667
"1ST RESULTS BILLINGS & COLLECTIONS, INC.",6,1.3333333333333333
Apex Processing,6,1.3333333333333333
"BAYSHORE MORTGAGE FUNDING, LLC",6,1.3333333333333333
Bonded Collections of Rice Lake Inc,6,1.3333333333333333
EUSTIS MORTGAGE CORPORATION,6,1.3333333333333333
"Evergreen Acquistions, LLC",6,1.3333333333333333
GREEN ROAD FINANCE INC.,6,1.3333333333333333
Kitch Acceptance Corp.,6,1.3333333333333333
"LUMINATE HOME LOANS, INC.",6,1.3333333333333333
"Mayan, LLC",6,1.3333333333333333
"Nadler & Associates, P.C.",6,1.3333333333333333
"Newman & Marquez, P.A.",6,1.3333333333333333
